Participant,uppercase value,maps to body part concept,maps to preservation type concept,in language,with n (Occurrences) =,,,,,,,,,,,,,,,,notes
Molly Hagemann,"SKIN; EXCH; EXCH TO ACAD. NAT. SCI. PHILA. OCT. 1, 1940",,,,133,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO ACAD. NAT. SCI. PHILA.JAN. 17 1978,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO BRITISH MUSEUM  27 APR 1966.,,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO CARNEGIE MUS. 9 MARCH 1989,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO DOMINION MUSEUM WELLINGTON, JUNE 10, 1968",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO HAWAII DEPT. NAT. RES. (E. KOSAKA) 31 MAY '63,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO HUMAYUN ABDUALI, BOMBAY, INDIA",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO L A CO MUS., 10 JUN 1976",,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO MICHIGAN COLLEGE OF EDUCATION, 30 MAR 1930.",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO MOSCOW ZOOL. MUS. 8 FEB 1983,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO MUS. OF ZOOLOGY, LOUISIANA STATE UNIV., LA., 5 JULY 1940.",,,,6,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO MUSEUM OF ZOOLOGY UNIV. HELSINKI [FINLAND] SEP 1951,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO OHIO STATE UNIV. MUSEUM NOV 1931,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO U OF COLORADO MUS. SEPT 1982,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCH TO U.S.N.M. (SMITHSONIAN) WASHINGTON D.C. JUNE 1917.,,,,14,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO UNIV. WASHINGTON, 26-APR-1983",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO UNIVERSITY MUSEUM, VERMILION, SD, 1 APRIL 1910'S.",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; EXCH; EXCH TO ZOOLOGICAL MUSEUM MOSCOW, U.S.S.R. 28 OCT. 1988",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; EXCH; EXCHANGED TO R. SMITH 1929,,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; GIFT; SKIN GIVEN TO WASHTENAW CO. PARKS|TISSUE; Y;,,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER (FROZEN); LIVER (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); BLOOD (FLASH-FROZEN); BLOOD (SLIDE SMEAR); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN)",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); BLOOD (SLIDE SMEAR); SKELETON, PARTIAL; HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); ENDOPARASITE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); LIVER, MUSCLE (FROZEN)",,,,6,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); LUNG (FROZEN); BLOOD (FLASH-FROZEN); EYE (FROZEN); LIVER, MUSCLE (FROZEN); PANCREAS (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); LUNG (FROZEN); BLOOD (FLASH-FROZEN); EYE (FROZEN); PANCREAS (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); LUNG (FROZEN); BLOOD (FLASH-FROZEN); PANCREAS (FROZEN); LUNG (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); SKELETON, PARTIAL; HEART, LIVER, MUSCLE (FROZEN)",,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); SKELETON, PARTIAL; STOMACH (95% ETHANOL); ECTOPARASITE (95% ETHANOL); ECTOPARASITE (FROZEN)",,,,13,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); SKELETON; STOMACH CONTENT (95% ETHANOL); MUSCLE (DRY)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); STOMACH CONTENT (95% ETHANOL)",,,,50,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); STOMACH CONTENT (95% ETHANOL); ENDOPARASITE; HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (SLIDE SMEAR); BLOOD (FROZEN)",,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (SLIDE SMEAR); BLOOD (FROZEN); SKELETON, PARTIAL; HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; LIVER (FROZEN); LIVER (FROZEN) SAMPLE,,,,19,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); HEART; MUSCLE (FROZEN); LUNG (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; MUSCLE (FROZEN); MUSCLE (FROZEN),,,,9,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); BLOOD (SLIDE SMEAR); LIVER, MUSCLE (FROZEN); BLOOD (FLASH-FROZEN); SKELETON, PARTIAL",,,,4,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); MUSCLE (RNALATER) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; N; GIFT TO AUBURN UNIVERSITY,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; N; MOUNTED.;,,,,8,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; SKELETON, PARTIAL; BLOOD (SLIDE SMEAR); LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); HEART; DNA (FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; SKELETON, PARTIAL; HEART; MUSCLE (RNALATER); LUNG (FROZEN); LIVER, MUSCLE (FROZEN); LIVER, MUSCLE (FROZEN) SAMPLE",,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; SKELETON; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; STOMACH CONTENT (95% ETHANOL); SKELETON, PARTIAL; EYE (FROZEN); HEART, LIVER, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; STOMACH CONTENT; TISSUE; MUSCLE (FROZEN); SKELETON; HEART, LIVER (FROZEN); TISSUE SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; TISSUE (95% ETHANOL); MUSCLE (ETHANOL); TISSUE (95% ETHANOL) SAMPLE,,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); BLOOD (FLASH-FROZEN); BLOOD (FLASH-FROZEN); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); ECTOPARASITE (95% ETHANOL); SKELETON; STOMACH (95% ETHANOL); HEART, LIVER (FROZEN); MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); EYE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); EYE (FROZEN); STOMACH (95% ETHANOL); MUSCLE (FROZEN); HEART, LIVER (FROZEN); EYE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, KIDNEY (FROZEN); HEART, KIDNEY (FROZEN); LIVER (FROZEN)",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, KIDNEY, LUNG (FROZEN); HEART, KIDNEY, LUNG (FROZEN)",,,,4,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, LIVER (FROZEN); HEART, LIVER (FROZEN); MUSCLE (FROZEN); MUSCLE (FROZEN)",,,,7,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); BLOOD (FLASH-FROZEN); HEART (RNALATER); MUSCLE (RNALATER); BLOOD (SLIDE SMEAR)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); LIVER, MUSCLE (FROZEN); BLOOD (SLIDE SMEAR); BLOOD (FLASH-FROZEN); HEART (FROZEN); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); LUNG (FROZEN); HEART (FROZEN); PANCREAS (FROZEN); BLOOD (SLIDE SMEAR)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); MUSCLE (RNALATER); BLOOD (SLIDE SMEAR); LIVER, MUSCLE (FROZEN); HEART (FROZEN); HEART (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); SKELETON, PARTIAL; TISSUE (RNALATER); MUSCLE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); SKELETON; WING, SPREAD (DRY); STOMACH CONTENT (95% ETHANOL); ECTOPARASITE (95% ETHANOL); HEART, LIVER, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; BODY PARTS (DRY); MUSCLE (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; STOMACH (95% ETHANOL); HEART, LIVER (FROZEN); MUSCLE (FROZEN); BLOOD (SLIDE SMEAR); SKELETON",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; STOMACH (95% ETHANOL); SKELETON; HEART, LIVER (FROZEN); HEART, LIVER (FROZEN); MUSCLE (FROZEN); MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; TISSUE (FROZEN) SAMPLE; TISSUE (FROZEN) SAMPLE; MUSCLE (FROZEN); HEART, LIVER (FROZEN); STOMACH (ETHANOL)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (FROZEN); MUSCLE (RNALATER); BLOOD (FROZEN); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER)",,,,4,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); BLOOD (FLASH-FROZEN); BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN)",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; TISSUE (FROZEN); TISSUE (RNALATER); BLOOD (SLIDE SMEAR); BLOOD (FROZEN); MUSCLE (RNALATER); HEART (FROZEN); HEART, LIVER, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; TISSUE; BLOOD (SLIDE SMEAR),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; TISSUE; SKELETON,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; Y; |THIN SECTION; Y;,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; Y; |TISSUE; Y; M,H; |WINGS_TAIL; Y; LEFT SPREAD WING;",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; Y; |TISSUE; Y; MHL; |WINGS_TAIL; Y; RIGHT SPREAD WING;,,,,10,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; Y; ALSO BURSA IN VIAL (DRY) W/ SKIN;,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN; Y; EXCH TO UNIV. WISC. FEB 1954,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKIN; Y; MOUNT, UPPER MANDIBLE BROKEN OFF;",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN: PARTIAL; SKELETON: PARTIAL; ALCOHOLIC: PARTIAL,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN: WHOLE; SKIN: PARTIAL; SKELETON: PARTIAL; ALCOHOLIC: PARTIAL,,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN/WING/STOM/LIVER/ECTOS/TISSUE,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKIN/WING/STOM/LIVER/ECTOS/TRACHEA/TISSUE,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL AND DRIED TAIL WITH FEATHERS | TISSUE,,,,82,,,,,,,,,,,,,,,,
Molly Hagemann,"SKULL WITH JAW + SKELETON (MOUNTED, COMPLETE)",,,,12,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL WITH MANDIBLE AND HYOID | NO TREATMENT,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL; HEART (FROZEN); KIDNEY (FROZEN); ECTOPARASITE (ETHANOL); WING (DRY); LIVER (FROZEN); MUSCLE (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"SKULL; HEART, KIDNEY, LIVER (FROZEN); MUSCLE (FROZEN); WING",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL; KIDNEY (FROZEN); HEART (FROZEN); WING; LIVER (FROZEN); MUSCLE (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL; MUSCLE (FROZEN),,,,35,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL; MUSCLE (FROZEN); FEATHER,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL; MUSCLE (FROZEN); LIVER (FROZEN); WING (DRY); KIDNEY (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SKULL; MUSCLE (FROZEN); LIVER (FROZEN); WING; KIDNEY (FROZEN),,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"SKULL; SKELETON, POSTCRANIAL; SKIN, FLAT",,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"SKULL; WING; KIDNEY (FROZEN); HEART, KIDNEY, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,SPREAD WING ONLY,,,,74,,,,,,,,,,,,,,,,
Molly Hagemann,SPREAD WING; TISSUE (FROZEN); PARTIAL SKELETON,,,,7,,,,,,,,,,,,,,,,
Molly Hagemann,"STANDARD SCHMOO PREP + STOM, TISSUES",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,STUDY SKIN | TESTICLES | NO TREATMENT | 70% ALCOHOL,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,STUDY SKIN; TISSUE (FROZEN); STUDY SKIN; TISSUE (FROZEN); TISSUE (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. IVISON,blank,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 142,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 21,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 34,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 42,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 81,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 87,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,T. R. WEAVER 89,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TAIL; TISSUE; WING,,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,TAIL; WINGS (2),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TAXID: T383,blank,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TEIXIT MUSCULAR, FETGE (ALCOHOL ETÍLIC 95º)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TIBIOTARSUS (?) FRAGMENT,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE - 2; STUDY - 1,,,,256,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (ETHANOL) (ETHANOL), SKIN",,,,30,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FLASH-FROZEN); TISSUE (FLASH-FROZEN); TISSUE (FLASH-FROZEN); TISSUE (RNALATER),,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN); TISSUE (RNALATER: FLASH-FROZEN) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN); PARTIAL SKELETON (DRY); PARTIAL SKIN (DRY); SPREAD WING (DRY),,,,9,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); BLOOD (SLIDE SMEAR); TISSUE (RNALATER); TISSUE (RNALATER); BLOOD (LYSIS BUFFER); TISSUE (RNALATER); TISSUE (RNALATER); SKIN, STUDY; TISSUE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); BODY MOUNT; HEART, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); SKELETON; MUSCLE (FROZEN); HEART (FROZEN); LIVER (FROZEN); KIDNEY (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); SKELETON; MUSCLE (FROZEN); HEART, KIDNEY (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); SKELETON; MUSCLE (FROZEN); LIVER (FROZEN); UNKNOWN (FROZEN); UNKNOWN (FROZEN),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); SKELETON; STOMACH; SKIN, FLAT",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); SKIN, STUDY; ENDOPARASITE (95% ETHANOL)",,,,4,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); SKIN, STUDY; ENDOPARASITE (95% ETHANOL); SYRINX (70% ETHANOL)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); SKIN, STUDY; SYRINX (70% ETHANOL); STOMACH CONTENT (70% ETHANOL)",,,,25,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); SKIN, STUDY; TISSUE (RNALATER); TISSUE (RNALATER) SAMPLE",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); STOMACH (70% ETHANOL); TONGUE (70% ETHANOL); SKIN, STUDY",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); STUDY SKIN; SPREAD WING; AUDIO RECORDING,,,,5,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); STUDY SKIN; TISSUE (FROZEN); SYRINX (ETHANOL),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; ECTOPARASITE (ETHANOL); SKELETON, PARTIAL; SKIN, STUDY; LIVER (FROZEN); HEART, KIDNEY, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; SKELETON,,,,385,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; SKELETON; STOMACH CONTENT (ETHANOL),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; SKIN, STUDY; TISSUE (95% ETHANOL)",,,,4,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); TISSUE (FROZEN); SKIN, FLAT; SKELETON",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (FROZEN); TISSUE (FROZEN); STOMACH PLUS STOMACH CONTENT (95% ETHANOL); SYRINX (70% ETHANOL); ENDOPARASITE (95% ETHANOL); SKELETON; NASAL FLUSH (95% ETHANOL); WING,,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN) SAMPLE; TISSUE (FROZEN) SAMPLE; TISSUE (FROZEN) SAMPLE; SKIN, STUDY; SKELETON; SKIN, STUDY SAMPLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (RNALATER); TISSUE (RNALATER); SKIN, STUDY; SWAB, CLOACAL (RNALATER); BLOOD (SLIDE SMEAR); TISSUE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (FROZEN); TISSUE (FROZEN); WING; HEART, LIVER, MUSCLE (FROZEN); TAIL; SKELETON",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (LYSIS BUFFER: 4°C); TISSUE (RNALATER); PARTIAL SKIN (DRY); SPREAD WING (DRY); TISSUE (FLASH-FROZEN),,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (RNALATER); PARTIAL SKELETON (DRY); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN); TISSUE (95% ETHANOL); TISSUE (RNALATER),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE (RNALATER); TISSUE (RNALATER); BLOOD (RNALATER); TISSUE (RNALATER); SKIN, STUDY; TISSUE (RNALATER); BLOOD (SLIDE SMEAR)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (FLASH-FROZEN),,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE FROZEN (SKELETON AND WING VOUCHER AT USNM),,,,3,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE FROZEN (SKIN AND VOUCHER AT STATE DARWIN MUSEUM, MOSCOW, RUSSIA)",,,,2,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE FROZEN (SKIN AND WING AT SMITHSONIAN INSTITUTION, WASHINGTON D.C.)",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE FROZEN (SKIN AND WING VOUCHER AT USNM (640812)),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE FROZEN (VOUCH SKIN AT BELGRADE NATURAL HISTORY MUSEUM),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,TISSUE FROZEN (YPM 140410 SKELETON VOUCHER AT USNM),,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE, FEATHERS, SKEL",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE, HEART, LIVER, MUSCLE, SKIN (FLAT SKIN), HEART, LIVER, MUSCLE, SKELETON, HEART, LIVER, MUSCLE, SKIN (FLAT SKIN), SKELETON",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE, HEART, LIVER, MUSCLE, SKIN, HEART, LIVER, MUSCLE",,,,1,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE, MUSCLE (ETHANOL), MUSCLE (ETHANOL)",,,,6,,,,,,,,,,,,,,,,
Molly Hagemann,"TISSUE, MUSCLE, MUSCLE, SKIN",,,,1,,,,,,,,,,,,,,,,
